Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Status,Reactor Type,Model,Start Year,Retired Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retired Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
United States,Experimental Boiling Water Reactor nuclear power plant,1,,EBWR,5,retired,unknown,unknown,1956,1967,1955,1956,,,1967,US Department of Energy,,Argonne National Laboratory-West,,,,,41.71944,-87.98912,Exact,,DuPage County,,Illinois,Northern America,Americas,L500285,G500659,https://gem.wiki/Experimental_Boiling_Water_Reactor_nuclear_power_plant
United States,Experimental Breeder Reactor nuclear power plant,1,,EBR-I,0.2,retired,unknown,unknown,1951,1964,1949,"December 20, 1951",,,1964,US Department of Energy,,Argonne National Laboratory-West,,,,,43.51151,-113.00874,Exact,,Butte County,,Idaho,Northern America,Americas,L500292,G500703,https://gem.wiki/Experimental_Breeder_Reactor_nuclear_power_plant
United States,Experimental Breeder Reactor nuclear power plant,2,,EBR-II,19,retired,unknown,unknown,1965,1994,,1965,,,1994,US Department of Energy,,Argonne National Laboratory-West,,,,,43.59509,-113.00874,Exact,,Butte County,,Idaho,Northern America,Americas,L500292,G500702,https://gem.wiki/Experimental_Breeder_Reactor_nuclear_power_plant
China,Fangchenggang nuclear power plant,1,防城港核电站,,"1,086",operating,pressurized water reactor,CPR-1000,2016,,"July 30, 2010","October 13, 2015","October 25, 2015","January 1, 2016",,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,,"1,000","2,905",21.576629,108.479494,Approximate,Fangchenggang,Gangkou District,,Guangxi,Eastern Asia,Asia,L500313,G500798,https://gem.wiki/Fangchenggang_nuclear_power_plant
China,Fangchenggang nuclear power plant,2,防城港核电站,,"1,086",operating,pressurized water reactor,CPR-1000,2016,,"December 23, 2010","June 29, 2016","July 15, 2016","October 1, 2016",,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,,"1,000","2,905",21.576629,108.479494,Approximate,Fangchenggang,Gangkou District,,Guangxi,Eastern Asia,Asia,L500313,G500799,https://gem.wiki/Fangchenggang_nuclear_power_plant
China,Fangchenggang nuclear power plant,3,防城港核电站,,"1,180",construction,pressurized water reactor,HPR-1000,,,2015,,,,,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,,"1,000","3,150",21.576629,108.479494,Approximate,Fangchenggang,Gangkou District,,Guangxi,Eastern Asia,Asia,L500313,G500796,https://gem.wiki/Fangchenggang_nuclear_power_plant
China,Fangchenggang nuclear power plant,4,防城港核电站,,"1,180",construction,pressurized water reactor,HPR-1000,,,2016,,,,,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,,"1,000","3,150",21.576629,108.479494,Approximate,Fangchenggang,Gangkou District,,Guangxi,Eastern Asia,Asia,L500313,G500797,https://gem.wiki/Fangchenggang_nuclear_power_plant
China,Fangchenggang nuclear power plant,5,防城港核电站,,"1,150",pre-construction,pressurized water reactor,unknown,,,,,,,,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,,,,21.576629,108.479494,Approximate,Fangchenggang,Gangkou District,,Guangxi,Eastern Asia,Asia,L500313,G500800,https://gem.wiki/Fangchenggang_nuclear_power_plant
China,Fangchenggang nuclear power plant,6,防城港核电站,,"1,150",pre-construction,pressurized water reactor,unknown,,,,,,,,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD [61%]; Guangxi Guangtou Energy Group CO LTD [39%],广西防城港中广核核电产业投资有限公司[61%]; 广西广投能源集团有限公司[39%],Guangxi Fangchenggang Nuclear Power CO LTD,广西防城港核电有限公司,,,,21.576629,108.479494,Approximate,Fangchenggang,Gangkou District,,Guangxi,Eastern Asia,Asia,L500313,G500801,https://gem.wiki/Fangchenggang_nuclear_power_plant
China,Fangjiashan nuclear power plant,1,,,"1,089",operating,pressurized water reactor,CPR-1000,2014,,"December 26, 2008","October 21, 2014","November 4, 2014","December 15, 2014",,China National Nuclear Corporation,,Qinshan Nuclear Power CO,,"1,012","1,000","2,905",30.7535,120.7589,Approximate,Jiaxing,Haiyan,,Zhejiang,Eastern Asia,Asia,L500366,G501005,https://gem.wiki/Fangjiashan_nuclear_power_plant
China,Fangjiashan nuclear power plant,2,,,"1,089",operating,pressurized water reactor,CPR-1000,2015,,"July 17, 2009","December 25, 2014","January 12, 2015","February 12, 2015",,China National Nuclear Corporation,,Qinshan Nuclear Power CO,,"1,012","1,000","2,905",30.7535,120.7589,Approximate,Jiaxing,Haiyan,,Zhejiang,Eastern Asia,Asia,L500366,G501006,https://gem.wiki/Fangjiashan_nuclear_power_plant
United States,Fermi nuclear power plant,1,,Enrico Fermi,65,retired,fast breeder reactor,Liquid Metal FBR,1966,1972,"August 8, 1956","August 23, 1963","August 5, 1966","August 7, 1966","November 29, 1972",Power Reactor Development Company (PRDC) (Consortium Of 34 Public Utilities),,Detroit Edison CO,,61,60,200,41.96031,-83.25773,Exact,,Monroe County,,Michigan,Northern America,Americas,L500056,G500593,https://gem.wiki/Fermi_nuclear_power_plant
United States,Fermi nuclear power plant,2,,Enrico Fermi,"1,198",operating,boiling water reactor,BWR-4 (Mark 1),1988,,"September 26, 1972","June 21, 1985","September 21, 1986","January 23, 1988",,DTE Energy CO,,Detroit Edison CO,,"1,115","1,093","3,486",41.96278,-83.257501,Exact,,Monroe County,,Michigan,Northern America,Americas,L500056,G500095,https://gem.wiki/Fermi_nuclear_power_plant
United States,Fermi nuclear power plant,3,,Enrico Fermi,"1,600",shelved,boiling water reactor,ESBWR,,,,,,,,DTE Energy CO,,Detroit Edison CO,,,,,41.96082,-83.26478,Exact,,Monroe County,,Michigan,Northern America,Americas,L500056,G500663,https://gem.wiki/Fermi_nuclear_power_plant
France,Fessenheim nuclear power plant,1,,,920,retired,pressurized water reactor,CP0,1978,2020,"September 1, 1971","March 7, 1977","April 6, 1977","January 1, 1978","February 22, 2020",Électricité De France,,Électricité De France,,880,880,"2,785",47.9032,7.5609,Exact,,Haut-Rhin,,Grand Est,Western Europe,Europe,L500129,G500277,https://gem.wiki/Fessenheim_nuclear_power_plant
France,Fessenheim nuclear power plant,2,,,920,retired,pressurized water reactor,CP0,1978,2020,"February 1, 1972","June 27, 1977","October 7, 1977","April 1, 1978","June 30, 2020",Électricité De France,,Électricité De France,,880,880,"2,785",47.9032,7.5609,Exact,,Haut-Rhin,,Grand Est,Western Europe,Europe,L500129,G500278,https://gem.wiki/Fessenheim_nuclear_power_plant
France,Flamanville nuclear power plant,1,,,"1,382",operating,pressurized water reactor,P4 REP 1300,1986,,"December 1, 1979","September 29, 1985","December 4, 1985","December 1, 1986",,Électricité De France,,Électricité De France,,"1,330","1,330","3,817",49.5366,-1.8823,Exact,,Manche,,Normandy,Western Europe,Europe,L500005,G500050,https://gem.wiki/Flamanville_nuclear_power_plant
France,Flamanville nuclear power plant,2,,,"1,382",operating,pressurized water reactor,P4 REP 1300,1987,,"May 1, 1980","June 12, 1986","July 18, 1986","March 9, 1987",,Électricité De France,,Électricité De France,,"1,330","1,330","3,817",49.5366,-1.8823,Exact,,Manche,,Normandy,Western Europe,Europe,L500005,G500051,https://gem.wiki/Flamanville_nuclear_power_plant
France,Flamanville nuclear power plant,3,,,"1,650",construction,pressurized water reactor,EPR,2023,,"December 3, 2007",,,,,Électricité De France,,Électricité De France,,"1,630","1,630","4,300",49.5366,-1.8823,Exact,,Manche,,Normandy,Western Europe,Europe,L500005,G500007,https://gem.wiki/Flamanville_nuclear_power_plant
Sweden,Forsmark nuclear power plant,1,,,"1,027",operating,boiling water reactor,"AA-III, BWR-2500",1980,,"June 1, 1973","April 23, 1980","June 6, 1980","December 10, 1980",,Forsmark Kraftgrupp AB,,Forsmark Kraftgrupp AB,,990,900,"2,927",60.4028,18.1744,Exact,,Uppsala County,,,Northern Europe,Europe,L500073,G500246,https://gem.wiki/Forsmark_nuclear_power_plant
Sweden,Forsmark nuclear power plant,2,,,"1,157",operating,boiling water reactor,"AA-III, BWR-2500",1981,,"January 1, 1975","November 16, 1980","January 26, 1981","July 7, 1981",,Forsmark Kraftgrupp AB,,Forsmark Kraftgrupp AB,,"1,121",900,"3,253",60.4028,18.1744,Exact,,Uppsala County,,,Northern Europe,Europe,L500073,G500146,https://gem.wiki/Forsmark_nuclear_power_plant
Sweden,Forsmark nuclear power plant,3,,,"1,195",operating,boiling water reactor,"AA-IV, BWR-3000",1985,,"January 1, 1979","October 28, 1984","March 5, 1985","August 18, 1985",,Forsmark Kraftgrupp AB,,Forsmark Kraftgrupp AB,,"1,172","1,050","3,300",60.4028,18.1744,Exact,,Uppsala County,,,Northern Europe,Europe,L500073,G500128,https://gem.wiki/Forsmark_nuclear_power_plant
United States,Fort Calhoun nuclear power plant,1,,,512,retired,pressurized water reactor,CE 2LP,1973,2016,"June 7, 1968","August 6, 1973","August 25, 1973","September 26, 1973","October 24, 2016",Omaha Public Power District,,Exelon Generation CO LLC,,482,478,"1,500",41.5182,-96.0775,Exact,,Washington County,,Nebraska,Northern America,Americas,L500191,G500443,https://gem.wiki/Fort_Calhoun_nuclear_power_plant
United States,Fort St. Vrain nuclear power plant,,,,342,retired,high temperature gas reactor,unknown,1979,1989,"September 1, 1968","January 31, 1974","December 11, 1976","July 1, 1979","August 29, 1989",,,Public Service Company Of Colorado,,330,330,842,40.2453,-104.8742,Exact,,Weld County,,Colorado,Northern America,Americas,L500216,G500523,https://gem.wiki/Fort_St._Vrain_nuclear_power_plant
Japan,Fugen nuclear power plant,,,,165,retired,heavy water light water reactor,ATR,1979,2003,"May 10, 1972","March 20, 1978","July 29, 1978","March 20, 1979","March 29, 2003",Japan Atomic Energy Agency,,Japan Atomic Energy Agency,,148,148,557,35.7544,136.0191,Exact,Tsuruga,,,,Eastern Asia,Asia,L500232,G500562,https://gem.wiki/Fugen_nuclear_power_plant
Japan,Fukushima Daiichi nuclear power plant,1,,,460,retired,boiling water reactor,BWR-3,1971,2011,"July 25, 1967","October 10, 1970","November 17, 1970","March 26, 1971","May 19, 2011",Tokyo Electric Power Company Holdings INC,,Tokyo Electric Power Company Holdings INC,,439,439,"1,380",37.4231,141.0331,Exact,,Futaba County,,,Eastern Asia,Asia,L500076,G500470,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Japan,Fukushima Daiichi nuclear power plant,2,,,784,retired,boiling water reactor,BWR-4,1974,2011,"June 9, 1969","May 10, 1973","December 24, 1973","July 18, 1974","May 19, 2011",Tokyo Electric Power Company Holdings INC,,Tokyo Electric Power Company Holdings INC,,760,760,"2,381",37.4231,141.0331,Exact,,Futaba County,,,Eastern Asia,Asia,L500076,G500367,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Japan,Fukushima Daiichi nuclear power plant,3,,,784,retired,boiling water reactor,BWR-4,1976,2011,"December 28, 1970","September 6, 1974","October 26, 1974","March 27, 1976","May 19, 2011",Tokyo Electric Power Company Holdings INC,,Tokyo Electric Power Company Holdings INC,,760,760,"2,381",37.4231,141.0331,Exact,,Futaba County,,,Eastern Asia,Asia,L500076,G500368,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Japan,Fukushima Daiichi nuclear power plant,4,,,784,retired,boiling water reactor,BWR-4,1978,2011,"February 12, 1973","January 28, 1978","February 24, 1978","October 12, 1978","May 19, 2011",Tokyo Electric Power Company Holdings INC,,Tokyo Electric Power Company Holdings INC,,760,760,"2,381",37.4231,141.0331,Exact,,Futaba County,,,Eastern Asia,Asia,L500076,G500369,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Japan,Fukushima Daiichi nuclear power plant,5,,,784,retired,boiling water reactor,BWR-4,1978,2013,"May 22, 1972","August 26, 1977","September 22, 1977","April 18, 1978","December 17, 2013",Tokyo Electric Power Company Holdings INC,,Tokyo Electric Power Company Holdings INC,,760,760,"2,381",37.4231,141.0331,Exact,,Futaba County,,,Eastern Asia,Asia,L500076,G500370,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Japan,Fukushima Daiichi nuclear power plant,6,,,"1,100",retired,boiling water reactor,BWR-5,1979,2013,"October 26, 1973","March 9, 1979","May 4, 1979","October 24, 1979","December 17, 2013",Tokyo Electric Power Company Holdings INC,,Tokyo Electric Power Company Holdings INC,,"1,067","1,067","3,293",37.4231,141.0331,Exact,,Futaba County,,,Eastern Asia,Asia,L500076,G500132,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Japan,Fukushima Daini nuclear power plant,1,,,"1,100",retired,boiling water reactor,BWR-5,1982,2019,"March 16, 1976","June 17, 1981","July 31, 1981","April 20, 1982","September 30, 2019",Tokyo Electric Power Company Holdings INC,,Tokyo Electric Power Company Holdings INC,,"1,067","1,067","3,293",37.3164,141.0265,Exact,,Futaba County,,,Eastern Asia,Asia,L500077,G500133,https://gem.wiki/Fukushima_Daini_nuclear_power_plant
Japan,Fukushima Daini nuclear power plant,2,,,"1,100",retired,boiling water reactor,BWR-5,1984,2019,"May 25, 1979","April 26, 1983","June 23, 1983","February 3, 1984","September 30, 2019",Tokyo Electric Power Company Holdings INC,,Tokyo Electric Power Company Holdings INC,,"1,067","1,067","3,293",37.3164,141.0265,Exact,,Futaba County,,,Eastern Asia,Asia,L500077,G500134,https://gem.wiki/Fukushima_Daini_nuclear_power_plant
Japan,Fukushima Daini nuclear power plant,3,,,"1,100",retired,boiling water reactor,BWR-5,1985,2019,"March 23, 1981","October 18, 1984","December 14, 1984","June 21, 1985","September 30, 2019",Tokyo Electric Power Company Holdings INC,,Tokyo Electric Power Company Holdings INC,,"1,067","1,067","3,293",37.3164,141.0265,Exact,,Futaba County,,,Eastern Asia,Asia,L500077,G500135,https://gem.wiki/Fukushima_Daini_nuclear_power_plant
Japan,Fukushima Daini nuclear power plant,4,,,"1,100",retired,boiling water reactor,BWR-5,1987,2019,"May 28, 1981","October 24, 1986","December 17, 1986","August 25, 1987","September 30, 2019",Tokyo Electric Power Company Holdings INC,,Tokyo Electric Power Company Holdings INC,,"1,067","1,067","3,293",37.3164,141.0265,Exact,,Futaba County,,,Eastern Asia,Asia,L500077,G500136,https://gem.wiki/Fukushima_Daini_nuclear_power_plant
China,Fuling nuclear power plant,1,涪陵核电厂,,"1,250",shelved,unknown,unknown,,,,,,,,State Power Investment Group CO LTD,国家电力投资集团有限公司,,,,,,29.85131,107.530752,Approximate,Chongqing,Fuling,,Chongqing,Eastern Asia,Asia,L500322,G500836,https://gem.wiki/Fuling_nuclear_power_plant
China,Fuling nuclear power plant,2,涪陵核电厂,,"1,250",shelved,unknown,unknown,,,,,,,,State Power Investment Group CO LTD,国家电力投资集团有限公司,,,,,,29.85131,107.530752,Approximate,Chongqing,Fuling,,Chongqing,Eastern Asia,Asia,L500322,G500837,https://gem.wiki/Fuling_nuclear_power_plant
China,Fuling nuclear power plant,3,涪陵核电厂,,"1,250",shelved,unknown,unknown,,,,,,,,State Power Investment Group CO LTD,国家电力投资集团有限公司,,,,,,29.85131,107.530752,Approximate,Chongqing,Fuling,,Chongqing,Eastern Asia,Asia,L500322,G500834,https://gem.wiki/Fuling_nuclear_power_plant
China,Fuling nuclear power plant,4,涪陵核电厂,,"1,250",shelved,unknown,unknown,,,,,,,,State Power Investment Group CO LTD,国家电力投资集团有限公司,,,,,,29.85131,107.530752,Approximate,Chongqing,Fuling,,Chongqing,Eastern Asia,Asia,L500322,G500835,https://gem.wiki/Fuling_nuclear_power_plant
China,Fuqing nuclear power plant,1,福清核电站,,"1,089",operating,pressurized water reactor,CNP-1000,2014,,2008,"July 24, 2014","August 20, 2014","November 22, 2014",,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,,"1,000","2,905",25.440304,119.442623,Exact,Fuzhou,Fuqing,Sanshan Town,Fujian,Eastern Asia,Asia,L500356,G500975,https://gem.wiki/Fuqing_nuclear_power_plant
China,Fuqing nuclear power plant,2,福清核电站,,"1,089",operating,pressurized water reactor,CNP-1000,2015,,2009,"July 22, 2015","August 6, 2015","October 16, 2015",,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,,"1,000","2,905",25.440304,119.442623,Exact,Fuzhou,Fuqing,Sanshan Town,Fujian,Eastern Asia,Asia,L500356,G500974,https://gem.wiki/Fuqing_nuclear_power_plant
China,Fuqing nuclear power plant,3,福清核电站,,"1,089",operating,pressurized water reactor,CNP-1000,2016,,"December 31, 2010","July 3, 2016","September 7, 2016","October 24, 2016",,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,,"1,000","2,905",25.440304,119.442623,Exact,Fuzhou,Fuqing,Sanshan Town,Fujian,Eastern Asia,Asia,L500356,G500972,https://gem.wiki/Fuqing_nuclear_power_plant
China,Fuqing nuclear power plant,4,福清核电站,,"1,089",operating,pressurized water reactor,CNP-1000,2017,,"November 17, 2012","July 16, 2017","July 29, 2017","September 17, 2017",,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,,"1,000","2,905",25.440304,119.442623,Exact,Fuzhou,Fuqing,Sanshan Town,Fujian,Eastern Asia,Asia,L500356,G500973,https://gem.wiki/Fuqing_nuclear_power_plant
China,Fuqing nuclear power plant,5,福清核电站,,"1,150",operating,pressurized water reactor,HPR-1000,2020,,"May 7, 2015","October 21, 2020","November 27, 2020","January 29, 2021",,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,,"1,075","3,060",25.440304,119.442623,Exact,Fuzhou,Fuqing,Sanshan Town,Fujian,Eastern Asia,Asia,L500356,G500971,https://gem.wiki/Fuqing_nuclear_power_plant
China,Fuqing nuclear power plant,6,福清核电站,,"1,150",operating,pressurized water reactor,HPR-1000,2022,,"December 22, 2015","December 11, 2021","January 1, 2022","March 25, 2022",,China Nuclear Power CO LTD [51%]; Huadian New Energy Group CO LTD [39%]; Fujian Investment and Development Group CO LTD [10%],中国核能电力股份有限公司[51%]; 华电新能源集团股份有限公司[39%]; 福建省投资开发集团有限责任公司[10%],Fujian Fuqing Nuclear Power CO LTD,福建福清核电有限公司,,"1,075","3,060",25.440304,119.442623,Exact,Fuzhou,Fuqing,Sanshan Town,Fujian,Eastern Asia,Asia,L500356,G500970,https://gem.wiki/Fuqing_nuclear_power_plant
Italy,Garigliano nuclear power plant,,,,160,retired,boiling water reactor,BWR-1,1964,1982,"November 1, 1959","June 5, 1963","January 1, 1964","June 1, 1964","March 1, 1982",Societa Gestione Impanti Nucleari SPA,,Societa Gestione Impanti Nucleari SPA,,150,150,506,41.2584,13.8349,Exact,,Caserta,,Campania,Southern Europe,Europe,L500235,G500568,https://gem.wiki/Garigliano_nuclear_power_plant
Japan,Genkai nuclear power plant,1,,,559,retired,pressurized water reactor,M (2-loop),1975,2015,"September 15, 1971","January 28, 1975","February 14, 1975","October 15, 1975","April 27, 2015",Kyushu Electric Power CO INC,,Kyushu Electric Power CO INC,,529,529,"1,650",33.5152,129.836,Exact,,Higashi-Matsuura County,,,Eastern Asia,Asia,L500067,G500428,https://gem.wiki/Genkai_nuclear_power_plant
Japan,Genkai nuclear power plant,2,,,559,retired,pressurized water reactor,M (2-loop),1981,2019,"February 1, 1977","May 21, 1980","June 3, 1980","March 30, 1981","April 9, 2019",Kyushu Electric Power CO INC,,Kyushu Electric Power CO INC,,529,529,"1,650",33.5152,129.836,Exact,,Higashi-Matsuura County,,,Eastern Asia,Asia,L500067,G500429,https://gem.wiki/Genkai_nuclear_power_plant
Japan,Genkai nuclear power plant,3,,,"1,180",mothballed,pressurized water reactor,M (4-loop),1994,,"June 1, 1988","May 28, 1993","June 15, 1993","March 18, 1994",,Kyushu Electric Power CO INC,,Kyushu Electric Power CO INC,,"1,127","1,127","3,423",33.5152,129.836,Exact,,Higashi-Matsuura County,,,Eastern Asia,Asia,L500067,G500114,https://gem.wiki/Genkai_nuclear_power_plant
Japan,Genkai nuclear power plant,4,,,"1,180",mothballed,pressurized water reactor,M (4-loop),1997,,"July 15, 1992","October 23, 1996","November 12, 1996","July 25, 1997",,Kyushu Electric Power CO INC,,Kyushu Electric Power CO INC,,"1,127","1,127","3,423",33.5152,129.836,Exact,,Higashi-Matsuura County,,,Eastern Asia,Asia,L500067,G500115,https://gem.wiki/Genkai_nuclear_power_plant
Canada,Gentilly nuclear power plant,1,,,266,retired,heavy water light water reactor,HW BLWR 250,1972,1977,"September 1, 1966","November 12, 1970","April 5, 1971","May 1, 1972","June 1, 1977",Canadian Nuclear Laboratories LTD,,Hydro Quebec,,250,250,792,46.3953,-72.3579,Exact,,Bécancour (MRC),,Quebec,Northern America,Americas,L500167,G500542,https://gem.wiki/Gentilly_nuclear_power_plant
Canada,Gentilly nuclear power plant,2,,,675,retired,pressurized heavy water reactor,CANDU 6,1983,2012,"April 1, 1974","September 11, 1982","December 4, 1982","October 1, 1983","December 28, 2012",Hydro Quebec,,Hydro Quebec,,635,645,"2,156",46.3955,-72.3556,Exact,,Bécancour (MRC),,Quebec,Northern America,Americas,L500167,G500383,https://gem.wiki/Gentilly_nuclear_power_plant
Nigeria,Geregu nuclear power plant,1,,,"1,200",pre-construction,unknown,unknown,2035,,,,,,,Nigeria Atomic Energy Commission; Rosatom,,Nigeria Atomic Energy Commission; Rosatom,,,,,7.5649,6.6847,Approximate,Geregu,,,Kogi,Sub-Saharan Africa,Africa,L500337,G500890,https://gem.wiki/Geregu_nuclear_power_plant
Nigeria,Geregu nuclear power plant,2,,,"1,200",pre-construction,unknown,unknown,2035,,,,,,,Nigeria Atomic Energy Commission; Rosatom,,Nigeria Atomic Energy Commission; Rosatom,,,,,7.5649,6.6847,Approximate,Geregu,,,Kogi,Sub-Saharan Africa,Africa,L500337,G500891,https://gem.wiki/Geregu_nuclear_power_plant
Switzerland,Goesgen nuclear power plant,,,Gösgen,"1,060",operating,pressurized water reactor,PWR 3 Loop,1979,,"December 1, 1973","January 20, 1979","February 2, 1979","November 1, 1979",,Kernkraftwerk Gösgen-Däniken AG,,Kernkraftwerk Gösgen-Däniken AG,,"1,010",920,"3,002",47.3656,7.968,Exact,,Amtei Olten-Gösgen,,Solothurn,Western Europe,Europe,L500106,G500203,https://gem.wiki/Goesgen_nuclear_power_plant
France,Golfech nuclear power plant,1,,,"1,363",operating,pressurized water reactor,P4 REP 1300,1991,,"November 17, 1982","April 24, 1990","June 7, 1990","February 1, 1991",,Électricité De France,,Électricité De France,,"1,310","1,310","3,817",44.106,0.8443,Exact,,Tarn-et-Garonne,,Occitania,Western Europe,Europe,L500036,G500062,https://gem.wiki/Golfech_nuclear_power_plant
France,Golfech nuclear power plant,2,,,"1,363",operating,pressurized water reactor,P4 REP 1300,1994,,"October 1, 1984","May 21, 1993","June 18, 1993","March 4, 1994",,Électricité De France,,Électricité De France,,"1,310","1,310","3,817",44.106,0.8443,Exact,,Tarn-et-Garonne,,Occitania,Western Europe,Europe,L500036,G500063,https://gem.wiki/Golfech_nuclear_power_plant
India,Gorakhpur Haryana nuclear power plant,1,,,700,construction,pressurized heavy water reactor,PHWR-700,2028,,2018,,,,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,,630,,29.44139,75.63222,Exact,,Bhuna,Fatehabad,Haryana,Southern Asia,Asia,L500278,G500641,https://gem.wiki/Gorakhpur_Haryana_nuclear_power_plant
India,Gorakhpur Haryana nuclear power plant,2,,,700,construction,pressurized heavy water reactor,PHWR-700,2028,,2018,,,,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,,630,,29.44139,75.63222,Exact,,Bhuna,Fatehabad,Haryana,Southern Asia,Asia,L500278,G500642,https://gem.wiki/Gorakhpur_Haryana_nuclear_power_plant
India,Gorakhpur Haryana nuclear power plant,3,,,700,announced,unknown,unknown,,,2024,,,,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,,,,29.44139,75.63222,Exact,,Bhuna,Fatehabad,Haryana,Southern Asia,Asia,L500278,G500686,https://gem.wiki/Gorakhpur_Haryana_nuclear_power_plant
India,Gorakhpur Haryana nuclear power plant,4,,,700,announced,unknown,unknown,,,2024,,,,,Nuclear Power Corporation Of India LTD,,Nuclear Power Corporation Of India LTD,,,,,29.44139,75.63222,Exact,,Bhuna,Fatehabad,Haryana,Southern Asia,Asia,L500278,G500687,https://gem.wiki/Gorakhpur_Haryana_nuclear_power_plant
Germany,Grafenrheinfeld nuclear power plant,,,KKG,"1,345",retired,pressurized water reactor,unknown,1982,2015,"January 1, 1975","December 9, 1981","December 30, 1981","June 17, 1982","June 27, 2015",E.ON Kernkraft GMBH,,E.ON Kernkraft GMBH,,"1,275","1,225","3,765",49.9839,10.1848,Exact,,Landkreis Schweinfurt,,Bavaria,Western Europe,Europe,L500039,G500070,https://gem.wiki/Grafenrheinfeld_nuclear_power_plant
United States,Grand Gulf nuclear power plant,1,,,"1,500",operating,boiling water reactor,BWR-6 (Mark 3),1985,,"May 4, 1974","August 18, 1982","October 20, 1984","July 1, 1985",,Systems Energy Resources INC,,Entergy Nuclear Operations INC,,"1,401","1,250","4,408",32.0081,-91.0478,Exact,,Claiborne County,,Mississippi,Northern America,Americas,L500003,G500005,https://gem.wiki/Grand_Gulf_nuclear_power_plant
